funded_amnt,int_rate,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,revol_bal,revol_util,total_acc,out_prncp,total_pymnt,term,grade,emp_title_2,emp_length_2,home_ownership,verification_status,issue_d_2,purpose_2,addr_state,time,pub_rec_2,Default
15000.0,7.96,75000.0,33.36,0.0,0.0,8.0,31986.0,58.8,18.0,11184.8,4691.07, 36 months,A,5,1,OWN,Not Verified,2,1,FL,7701.0,0,0
24000.0,9.8,85000.0,23.17,0.0,0.0,23.0,39806.0,47.3,43.0,0.0,28798.48643, 60 months,B,5,1,MORTGAGE,Not Verified,1,0,IL,7061.0,0,0
25000.0,11.99,75000.0,37.99,0.0,0.0,9.0,25917.0,97.8,13.0,21020.84,8140.41, 36 months,E,5,1,RENT,Source Verified,1,0,AL,5327.0,0,0
24000.0,9.75,82000.0,8.55,0.0,1.0,10.0,2548.0,5.2,16.0,3024.65,24715.68, 36 months,B,5,2,MORTGAGE,Not Verified,3,2,IL,8369.0,0,0
17550.0,22.39,66000.0,24.62,0.0,0.0,11.0,16184.0,54.0,17.0,11422.92,14180.89, 60 months,E,5,1,MORTGAGE,Verified,3,0,CA,6423.0,1,1
7500.0,10.42,40000.0,21.97,0.0,1.0,11.0,933.0,3.9,27.0,5254.38,2943.59, 36 months,B,5,1,OWN,Source Verified,3,0,KY,4444.0,0,0
11000.0,11.55,63000.0,13.7,0.0,1.0,7.0,3702.0,52.9,9.0,9693.28,1807.94, 36 months,B,5,1,MORTGAGE,Source Verified,0,0,FL,5144.0,0,0
10500.0,6.99,76000.0,27.62,0.0,0.0,24.0,2498.0,4.7,45.0,0.0,11311.65415, 36 months,A,1,2,MORTGAGE,Not Verified,3,0,CA,8553.0,0,0
22575.0,6.49,66000.0,13.02,0.0,0.0,16.0,11162.0,53.6,27.0,0.0,24602.2854, 36 months,A,5,1,MORTGAGE,Source Verified,1,2,VA,9588.0,0,0
4000.0,11.06,40000.0,12.39,0.0,0.0,6.0,17375.0,48.3,15.0,3421.6,781.5, 36 months,B,5,2,RENT,Verified,0,0,NY,9618.0,0,0
36000.0,14.47,80000.0,24.51,0.0,0.0,17.0,19676.0,35.2,35.0,2565.93,4203.36, 60 months,C,5,2,MORTGAGE,Verified,0,0,TX,4932.0,1,0
22000.0,13.56,62400.0,21.56,0.0,1.0,17.0,18530.0,49.0,22.0,20949.15,2011.03, 60 months,C,5,2,RENT,Not Verified,0,1,FL,4809.0,0,0
2800.0,13.49,64900.0,16.95,0.0,0.0,8.0,7788.0,88.5,11.0,0.0,3015.2296539999998, 36 months,C,5,2,RENT,Source Verified,3,0,OR,3683.0,0,0
12000.0,18.99,56000.0,28.83,0.0,0.0,23.0,11089.0,28.5,33.0,6608.76,10659.46, 60 months,D,5,2,RENT,Source Verified,2,0,OR,4201.0,1,0
3800.0,9.49,75000.0,10.69,0.0,0.0,8.0,8352.0,38.3,19.0,710.37,3663.32, 36 months,B,5,1,RENT,Source Verified,2,2,VA,6666.0,1,0
12000.0,8.81,74000.0,27.41,0.0,0.0,7.0,25767.0,55.3,28.0,11117.09,1126.94, 36 months,A,0,1,MORTGAGE,Verified,0,0,IL,17107.0,0,0
35000.0,11.99,73200.0,22.05,0.0,0.0,11.0,2345.0,6.6,24.0,0.0,6188.25, 60 months,E,5,2,OWN,Source Verified,1,0,OH,4962.0,0,0
18000.0,11.99,82000.0,19.35,0.0,2.0,12.0,5360.0,53.6,51.0,0.0,14353.96, 36 months,C,5,1,MORTGAGE,Not Verified,1,2,NY,16377.0,0,1
5000.0,6.11,22500.0,9.6,0.0,0.0,11.0,2932.0,6.5,14.0,4488.5,607.74, 36 months,A,0,1,OWN,Not Verified,0,0,CA,8584.0,0,0
12000.0,9.17,76506.0,8.06,0.0,0.0,19.0,3004.0,9.8,51.0,0.0,13531.32261, 60 months,B,4,2,MORTGAGE,Not Verified,2,0,RI,6635.0,0,0
3000.0,7.21,55000.0,19.49,0.0,0.0,4.0,5280.0,13.2,9.0,2697.71,370.48, 36 months,A,5,1,RENT,Not Verified,0,2,MN,11597.0,0,1
5600.0,14.99,86170.0,1.69,0.0,0.0,6.0,1154.0,18.6,7.0,1814.05,5067.59, 36 months,C,5,1,OWN,Source Verified,3,0,CA,2953.0,0,0
10000.0,11.31,45000.0,14.16,0.0,0.0,11.0,10926.0,15.6,37.0,9528.57,651.44, 36 months,B,5,0,OWN,Source Verified,3,1,MI,4870.0,1,0
18225.0,21.18,40518.0,35.34,0.0,0.0,10.0,11162.0,95.0,15.0,10556.35,16310.26, 60 months,E,5,1,MORTGAGE,Verified,3,1,SC,8461.0,0,0
24375.0,16.55,53000.0,6.5,0.0,0.0,11.0,1554.0,4.6,39.0,0.0,6188.25, 60 months,D,5,1,OWN,Not Verified,3,0,PA,7489.0,1,0
17000.0,13.67,75000.0,18.42,0.0,0.0,10.0,6677.0,48.0,13.0,1138.97,19649.29, 36 months,C,1,1,MORTGAGE,Not Verified,1,2,MN,10380.0,1,0
10000.0,11.47,75000.0,11.1,0.0,0.0,7.0,7105.0,69.0,10.0,0.0,5801.65, 36 months,B,5,0,RENT,Verified,3,1,CA,5419.0,0,1
6000.0,13.58,160000.0,28.62,0.0,0.0,16.0,11162.0,53.1,36.0,4719.58,1830.12, 36 months,C,5,1,MORTGAGE,Source Verified,1,2,TX,8400.0,0,0
24575.0,22.35,81000.0,18.27,0.0,2.0,9.0,4346.0,43.9,32.0,23154.71,4071.33, 60 months,D,5,0,MORTGAGE,Verified,0,0,IN,6543.0,1,0
25000.0,10.42,45000.0,34.04,0.0,0.0,7.0,16797.0,47.4,7.0,17514.77,9764.23, 36 months,B,5,2,RENT,Source Verified,3,0,NY,4809.0,0,0
3000.0,10.08,80000.0,33.24,0.0,0.0,16.0,17423.0,78.7,26.0,2635.32,481.24, 36 months,B,5,2,RENT,Not Verified,0,1,MN,6178.0,0,0
20000.0,15.59,110000.0,28.44,0.0,1.0,21.0,11162.0,77.7,34.0,0.0,22585.34031, 60 months,C,5,1,MORTGAGE,Not Verified,3,0,CO,8369.0,0,0
10000.0,11.06,40000.0,30.0,0.0,0.0,10.0,7967.0,71.8,18.0,9360.5,1076.36, 60 months,B,5,1,MORTGAGE,Verified,0,1,NY,10898.0,0,0
4800.0,10.99,45600.0,19.82,0.0,0.0,7.0,2206.0,50.1,8.0,913.01,4708.04, 36 months,B,5,0,RENT,Source Verified,2,0,NJ,6484.0,0,0
3000.0,17.97,45000.0,26.77,0.0,0.0,12.0,11422.0,39.0,25.0,2872.06,212.35, 36 months,D,5,1,MORTGAGE,Source Verified,3,0,TN,8431.0,0,0
1100.0,23.4,65000.0,7.55,0.0,0.0,6.0,1781.0,20.5,40.0,1034.63,125.6, 36 months,E,5,1,MORTGAGE,Not Verified,0,0,NY,5844.0,0,0
25000.0,8.24,150000.0,21.03,0.0,1.0,17.0,11162.0,46.6,41.0,6099.15,22001.88, 36 months,B,5,1,RENT,Source Verified,3,1,CO,5082.0,0,0
15500.0,7.34,77302.0,8.97,0.0,1.0,6.0,3580.0,22.4,23.0,0.0,15858.420880000001, 36 months,A,1,1,RENT,Not Verified,1,2,GA,5174.0,0,0
6000.0,7.84,100000.0,7.03,0.0,1.0,8.0,873.0,3.1,16.0,0.0,6175.131603, 36 months,A,5,1,MORTGAGE,Source Verified,0,2,WA,6150.0,0,0
13475.0,10.07,135000.0,7.1,0.0,0.0,8.0,22523.0,70.2,11.0,2565.93,10291.32, 36 months,B,5,0,MORTGAGE,Source Verified,1,0,CA,2709.0,0,0
16700.0,13.99,44000.0,24.39,0.0,1.0,9.0,10862.0,48.3,27.0,3288.46,17107.72, 36 months,C,5,1,RENT,Verified,2,0,VA,9741.0,0,0
4000.0,18.99,60000.0,15.7,0.0,0.0,5.0,10034.0,92.9,9.0,0.0,2562.67, 36 months,D,5,1,RENT,Source Verified,3,0,WA,3532.0,0,1
8000.0,9.8,65000.0,34.98,0.0,0.0,11.0,35481.0,62.0,41.0,0.0,8228.33, 36 months,B,5,0,OWN,Not Verified,1,2,KY,9162.0,0,1
19000.0,11.44,70408.0,16.23,0.0,0.0,14.0,5887.0,28.7,29.0,0.0,22150.40276, 36 months,B,5,1,MORTGAGE,Not Verified,3,0,FL,6301.0,0,0
13800.0,16.99,30000.0,19.8,0.0,0.0,10.0,10198.0,36.4,22.0,0.0,2091.41, 60 months,D,5,2,RENT,Source Verified,3,0,FL,4444.0,0,1
6000.0,12.98,57000.0,1.28,0.0,0.0,2.0,1820.0,23.3,3.0,5583.9,597.68, 36 months,B,5,1,RENT,Not Verified,0,0,WI,3958.0,0,0
20000.0,11.99,35000.0,18.11,0.0,0.0,10.0,13043.0,89.3,20.0,19080.93,3906.65, 60 months,G,5,2,RENT,Not Verified,0,0,AL,4383.0,0,0
12000.0,11.99,160000.0,16.45,0.0,0.0,23.0,18709.0,87.8,42.0,11392.36,2173.86, 60 months,E,5,2,MORTGAGE,Verified,0,0,CA,6393.0,0,0
9600.0,8.18,60000.0,13.94,0.0,0.0,7.0,4660.0,84.7,15.0,0.0,10592.90136, 36 months,B,5,2,RENT,Source Verified,3,1,TX,5936.0,0,0
25000.0,7.56,80000.0,6.59,0.0,0.0,9.0,6363.0,19.3,14.0,23754.39,1546.2, 36 months,A,5,1,RENT,Source Verified,3,0,CA,6543.0,1,0
8000.0,14.49,140000.0,8.81,0.0,1.0,13.0,5367.0,17.1,27.0,0.0,8677.471647, 36 months,C,5,2,MORTGAGE,Source Verified,3,0,CA,7153.0,1,0
20000.0,17.97,72600.0,28.93,0.0,0.0,15.0,13940.0,37.5,23.0,19147.16,1425.53, 36 months,D,5,2,RENT,Not Verified,3,2,NJ,2617.0,0,0
6000.0,5.32,75000.0,17.04,0.0,0.0,8.0,18720.0,43.7,12.0,0.0,3803.36, 36 months,A,5,0,MORTGAGE,Not Verified,2,1,DE,6696.0,0,1
15000.0,14.03,56000.0,28.5,0.0,0.0,15.0,14903.0,40.9,24.0,0.0,16034.43751, 36 months,C,5,0,OWN,Source Verified,1,1,AL,2953.0,0,0
9000.0,11.99,60000.0,20.64,0.0,0.0,13.0,7666.0,73.0,16.0,0.0,10753.85929, 36 months,C,5,2,RENT,Not Verified,2,1,OH,7061.0,0,0
12000.0,8.81,68000.0,15.14,0.0,0.0,17.0,10331.0,15.1,31.0,11412.97,749.33, 36 months,A,5,2,RENT,Not Verified,3,0,TX,5662.0,0,0
20000.0,9.75,66000.0,21.99,0.0,0.0,20.0,11162.0,66.9,45.0,0.0,22214.060390000002, 36 months,B,5,1,MORTGAGE,Not Verified,1,0,PA,10623.0,1,0
16000.0,14.99,73000.0,27.65,0.0,1.0,10.0,31190.0,76.3,16.0,0.0,10741.83, 60 months,C,5,2,RENT,Verified,3,1,CA,4352.0,0,1
32000.0,12.59,110000.0,14.79,0.0,0.0,9.0,11162.0,79.0,23.0,14114.68,27368.44, 60 months,C,4,1,MORTGAGE,Source Verified,1,0,MA,7884.0,0,0
10000.0,22.39,82000.0,22.55,0.0,1.0,8.0,7946.0,72.2,18.0,0.0,10439.307279999999, 36 months,E,5,2,MORTGAGE,Source Verified,2,0,KS,5235.0,0,0
35000.0,20.0,66000.0,7.07,0.0,2.0,11.0,29592.0,36.0,35.0,25556.57,15511.54, 36 months,D,5,2,MORTGAGE,Source Verified,3,2,NY,11628.0,0,0
16800.0,7.26,115000.0,23.93,0.0,0.0,14.0,35190.0,81.5,30.0,0.0,18732.87668, 36 months,A,5,1,MORTGAGE,Source Verified,3,1,MA,7823.0,0,0
3000.0,11.99,47000.0,21.22,0.0,0.0,22.0,11200.0,17.4,46.0,0.0,3109.621611, 36 months,C,5,2,RENT,Not Verified,2,1,NY,10349.0,1,0
7500.0,14.47,30000.0,15.24,0.0,0.0,7.0,6062.0,27.7,8.0,6991.07,768.12, 36 months,C,5,2,RENT,Source Verified,0,1,CA,2344.0,0,0
29600.0,11.47,93575.0,3.92,0.0,0.0,12.0,12.0,0.1,22.0,0.0,5736.92, 36 months,B,5,1,MORTGAGE,Source Verified,1,2,CA,7397.0,1,1
27500.0,13.59,40000.0,35.16,0.0,1.0,16.0,15957.0,69.1,19.0,23008.88,8242.66, 60 months,C,5,2,RENT,Verified,3,1,AR,5600.0,0,0
10000.0,18.99,51000.0,3.32,0.0,2.0,8.0,2944.0,30.0,16.0,4967.07,9559.39, 60 months,E,5,1,RENT,Not Verified,2,2,NY,5662.0,0,0
3500.0,16.91,35000.0,6.48,0.0,0.0,2.0,5565.0,99.4,8.0,3192.34,491.94, 36 months,C,0,1,OWN,Not Verified,0,2,NY,12844.0,0,0
15000.0,14.99,50000.0,26.09,0.0,0.0,10.0,16472.0,55.5,30.0,9362.97,9964.86, 60 months,C,5,2,OWN,Not Verified,3,0,IL,7639.0,0,0
8000.0,12.05,85000.0,38.49,0.0,1.0,13.0,14400.0,42.0,41.0,0.0,9519.479804, 36 months,C,0,1,MORTGAGE,Verified,3,1,NC,17441.0,0,0
16000.0,17.09,53000.0,39.29,0.0,0.0,14.0,8098.0,32.3,31.0,13583.09,5217.44, 60 months,D,5,1,RENT,Not Verified,3,1,VA,12114.0,1,0
24000.0,5.32,52000.0,15.73,0.0,0.0,5.0,16761.0,48.4,21.0,0.0,24946.31295, 36 months,A,5,2,RENT,Verified,3,0,NJ,5784.0,0,0
10000.0,19.99,43000.0,30.03,0.0,0.0,10.0,10034.0,80.9,14.0,923.06,12708.65, 36 months,E,5,1,MORTGAGE,Source Verified,2,1,TX,5570.0,0,0
8800.0,5.32,88020.0,22.31,0.0,0.0,11.0,11162.0,43.7,44.0,0.0,7375.8, 36 months,A,5,1,MORTGAGE,Source Verified,3,1,TX,8858.0,0,1
9000.0,15.04,105000.0,20.32,0.0,0.0,7.0,8997.0,74.4,15.0,6890.01,3114.18, 36 months,C,5,2,MORTGAGE,Verified,2,2,CO,5784.0,0,0
25000.0,7.84,71889.0,3.91,0.0,2.0,7.0,14113.0,35.7,24.0,22916.22,3019.11, 60 months,A,5,1,MORTGAGE,Source Verified,0,2,RI,12359.0,0,0
35000.0,12.69,66000.0,11.87,0.0,0.0,13.0,37582.0,93.3,30.0,0.0,6188.25, 36 months,C,5,1,MORTGAGE,Verified,3,0,CA,10867.0,0,0
12000.0,19.92,47500.0,25.9,0.0,2.0,16.0,8916.0,41.7,31.0,11260.71,1877.84, 60 months,D,5,1,RENT,Not Verified,0,0,CO,9406.0,0,0
9000.0,10.75,71000.0,15.67,0.0,1.0,11.0,10406.0,64.2,22.0,0.0,9235.37, 36 months,B,5,1,MORTGAGE,Source Verified,3,2,UT,7731.0,0,0
5500.0,10.41,140000.0,1.44,0.0,0.0,9.0,3511.0,23.3,11.0,3996.82,1960.76, 36 months,B,5,1,RENT,Source Verified,3,1,NY,6089.0,0,0
6000.0,9.49,60000.0,23.92,0.0,0.0,19.0,12469.0,53.5,32.0,0.0,4801.09, 36 months,B,5,2,MORTGAGE,Not Verified,3,1,OH,5358.0,1,1
21600.0,19.99,66000.0,29.37,0.0,0.0,13.0,11162.0,70.6,25.0,12719.95,18260.82, 60 months,D,5,2,MORTGAGE,Source Verified,3,2,FL,6301.0,0,0
10000.0,13.99,44000.0,9.25,0.0,1.0,6.0,6079.0,90.7,20.0,0.0,13216.03155, 60 months,C,5,2,RENT,Source Verified,2,1,CA,5936.0,0,0
10000.0,7.84,100000.0,19.01,0.0,0.0,12.0,36002.0,58.8,14.0,8747.25,1558.79, 36 months,A,4,1,OWN,Not Verified,0,0,NV,12359.0,0,0
28000.0,9.75,66000.0,10.4,0.0,0.0,10.0,11162.0,85.0,20.0,0.0,6188.25, 36 months,B,5,2,RENT,Source Verified,2,0,NY,6331.0,0,0
18000.0,9.49,80000.0,9.47,0.0,0.0,9.0,19636.0,53.0,9.0,3910.84,16699.81, 36 months,B,5,1,OWN,Not Verified,3,1,MI,3348.0,0,0
9875.0,16.91,82000.0,19.86,0.0,2.0,11.0,10172.0,53.5,13.0,373.78,9703.26, 36 months,C,5,2,RENT,Source Verified,3,1,TX,5447.0,0,0
25000.0,10.78,83000.0,23.9,0.0,0.0,22.0,24053.0,66.6,36.0,0.0,6188.25, 60 months,B,5,1,MORTGAGE,Not Verified,2,0,CA,9953.0,0,0
5000.0,6.11,75000.0,3.65,0.0,0.0,6.0,5485.0,57.1,11.0,4228.83,912.46, 36 months,A,3,1,MORTGAGE,Not Verified,0,1,VA,5600.0,0,0
10000.0,17.99,55000.0,31.07,0.0,0.0,12.0,9979.0,48.2,27.0,0.0,12016.45753, 36 months,D,5,1,RENT,Verified,3,0,OR,6209.0,0,0
28000.0,18.25,80000.0,6.66,0.0,0.0,7.0,12473.0,55.9,25.0,0.0,6188.25, 60 months,E,5,1,MORTGAGE,Source Verified,3,0,WA,6970.0,0,0
6000.0,6.24,34657.2,5.3,0.0,0.0,5.0,5128.0,77.7,6.0,0.0,6592.554814, 36 months,A,0,1,RENT,Verified,1,1,WY,6058.0,0,0
9000.0,17.99,60000.0,15.58,0.0,0.0,13.0,14785.0,77.4,20.0,2465.31,9138.53, 36 months,D,5,2,RENT,Source Verified,3,0,NJ,5600.0,0,0
20000.0,13.06,70000.0,15.84,0.0,1.0,15.0,14350.0,44.0,36.0,15707.06,6055.63, 36 months,C,5,2,RENT,Verified,1,0,MA,5447.0,0,0
13000.0,6.49,104000.0,6.3,0.0,1.0,7.0,5304.0,30.1,11.0,0.0,13444.76273, 36 months,A,5,2,MORTGAGE,Source Verified,3,0,NJ,3197.0,0,0
10000.0,8.08,37024.0,1.91,0.0,1.0,4.0,5885.0,27.2,5.0,7695.18,2844.17, 36 months,A,5,2,RENT,Not Verified,1,1,NY,1767.0,0,0
15750.0,13.99,39208.0,27.67,0.0,0.0,9.0,31719.0,69.1,17.0,8971.51,11346.16, 60 months,C,5,1,RENT,Not Verified,3,0,CO,9892.0,0,0
6000.0,14.65,75000.0,11.34,0.0,0.0,16.0,9307.0,67.0,28.0,0.0,6732.911001, 36 months,C,5,1,RENT,Source Verified,3,1,CT,8127.0,0,0
3000.0,6.97,55000.0,5.67,0.0,0.0,7.0,6007.0,16.8,20.0,364.71,2968.83, 36 months,A,5,2,OWN,Source Verified,3,0,CT,10745.0,0,0
2500.0,18.99,35000.0,15.23,0.0,0.0,5.0,6392.0,55.6,9.0,0.0,3074.3731390000003, 36 months,D,5,1,RENT,Verified,3,2,WI,3440.0,0,0
12000.0,10.56,42000.0,4.83,0.0,0.0,3.0,0.0,0.0,3.0,9650.42,3115.92, 36 months,B,5,2,RENT,Source Verified,1,2,CA,5905.0,0,0
35000.0,6.19,126000.0,13.21,0.0,0.0,8.0,33886.0,42.9,13.0,26848.0,9586.04, 36 months,A,5,2,MORTGAGE,Source Verified,1,1,MD,5662.0,0,0
16800.0,7.21,60000.0,24.56,0.0,0.0,11.0,15179.0,14.3,22.0,14245.44,3105.28, 36 months,A,5,2,OWN,Not Verified,0,0,MI,7397.0,0,0
15000.0,6.67,40000.0,12.57,0.0,0.0,3.0,1784.0,18.8,4.0,13477.26,1838.04, 36 months,A,0,0,MORTGAGE,Not Verified,0,2,GA,2071.0,0,0
15000.0,6.11,66000.0,16.83,0.0,0.0,6.0,14434.0,55.7,13.0,13076.99,2275.22, 36 months,A,5,1,RENT,Source Verified,0,1,TX,3774.0,0,0
18000.0,10.75,90000.0,8.36,0.0,1.0,9.0,13684.0,43.6,32.0,9598.39,12441.41, 60 months,B,5,2,MORTGAGE,Source Verified,3,0,FL,8280.0,0,0
32000.0,13.06,100000.0,26.73,0.0,0.0,9.0,22397.0,48.2,22.0,2565.93,6538.59, 60 months,C,5,2,MORTGAGE,Source Verified,1,0,LA,4717.0,0,0
8000.0,13.49,75000.0,17.6,0.0,0.0,11.0,20829.0,43.2,20.0,2310.95,7326.15, 36 months,C,5,1,MORTGAGE,Verified,3,0,MA,5327.0,0,0
13300.0,18.55,38400.0,21.66,0.0,0.0,4.0,2892.0,67.0,7.0,0.0,6769.43, 36 months,E,5,1,OWN,Not Verified,3,0,VA,5054.0,0,1
35000.0,11.99,80000.0,18.74,0.0,1.0,23.0,21290.0,48.3,39.0,0.0,22499.02, 60 months,F,5,1,RENT,Verified,3,0,NJ,8461.0,0,1
32000.0,16.14,12000.0,18.11,0.0,2.0,16.0,12294.0,31.9,24.0,2565.93,3845.46, 60 months,C,0,1,MORTGAGE,Verified,0,1,KY,5113.0,0,0
13000.0,20.89,19000.0,16.68,0.0,0.0,3.0,240.0,20.0,6.0,12219.21,2090.25, 60 months,D,5,2,RENT,Not Verified,0,0,AZ,4444.0,0,0
20000.0,11.99,83088.0,18.08,0.0,0.0,8.0,5981.0,46.7,20.0,10480.1,14664.75, 60 months,C,0,1,MORTGAGE,Not Verified,3,0,WY,5905.0,0,0
30000.0,13.49,155000.0,25.12,0.0,1.0,7.0,2079.0,12.2,25.0,4714.94,6188.25, 60 months,C,5,1,MORTGAGE,Not Verified,3,0,NH,6209.0,0,0
35000.0,11.99,130000.0,22.39,0.0,0.0,10.0,11162.0,48.3,19.0,0.0,18471.61, 60 months,C,5,1,MORTGAGE,Source Verified,2,0,PA,13028.0,0,1
17775.0,9.92,160000.0,22.7,0.0,0.0,15.0,11162.0,37.9,25.0,15387.21,3750.11, 60 months,B,5,1,MORTGAGE,Not Verified,2,0,CA,10867.0,0,0
30000.0,6.72,70000.0,4.2,0.0,0.0,13.0,706.0,2.6,15.0,19855.34,11981.04, 36 months,A,5,1,RENT,Source Verified,3,0,NY,2831.0,0,0
5000.0,13.56,112000.0,16.05,0.0,0.0,10.0,18460.0,45.8,22.0,4656.15,505.72, 36 months,C,5,1,MORTGAGE,Not Verified,0,2,TN,7397.0,0,0
12000.0,16.46,120000.0,4.09,0.0,0.0,18.0,12874.0,35.1,24.0,9817.19,3385.99, 36 months,C,5,1,RENT,Not Verified,1,0,NY,9710.0,0,0
15000.0,11.49,108000.0,21.21,0.0,0.0,9.0,19464.0,85.4,13.0,4695.14,12859.9, 36 months,B,5,2,MORTGAGE,Verified,3,2,IL,12844.0,0,0
7200.0,13.59,30000.0,25.56,0.0,0.0,7.0,4231.0,35.6,9.0,4931.35,3175.01, 36 months,C,4,1,RENT,Verified,3,2,WA,2770.0,0,0
10000.0,13.99,75000.0,21.84,0.0,0.0,5.0,8018.0,88.1,20.0,0.0,11953.85456, 36 months,C,5,2,MORTGAGE,Verified,3,2,CA,9437.0,0,0
35000.0,12.61,120000.0,21.4,0.0,0.0,22.0,29550.0,53.5,32.0,2565.93,7079.99, 60 months,C,5,1,RENT,Source Verified,1,1,TX,5844.0,0,0
3000.0,11.49,55000.0,4.66,0.0,1.0,9.0,5973.0,12.2,15.0,0.0,3199.938937, 36 months,B,0,1,MORTGAGE,Verified,2,1,MN,5266.0,1,0
5000.0,8.18,50000.0,25.54,0.0,2.0,6.0,29960.0,62.5,20.0,0.0,1411.63, 36 months,B,5,1,MORTGAGE,Not Verified,3,0,IN,7731.0,0,1
32000.0,14.46,75000.0,8.12,0.0,1.0,5.0,13073.0,81.2,26.0,16154.84,26385.21, 60 months,C,0,1,MORTGAGE,Verified,2,0,WY,10136.0,0,0
4800.0,10.75,60000.0,13.66,0.0,1.0,14.0,13550.0,77.0,20.0,0.0,2189.25, 36 months,B,5,0,RENT,Not Verified,2,0,CA,6270.0,0,1
30000.0,8.24,66000.0,23.31,0.0,1.0,11.0,28905.0,38.4,22.0,7319.23,26388.29, 36 months,B,5,1,MORTGAGE,Source Verified,3,2,FL,8888.0,1,0
12000.0,13.56,55000.0,11.67,0.0,0.0,5.0,12597.0,68.8,12.0,11716.63,539.42, 60 months,C,5,2,RENT,Not Verified,3,1,CA,3409.0,0,0
6000.0,10.99,42000.0,17.97,0.0,0.0,6.0,7087.0,73.1,11.0,0.0,6323.07, 36 months,B,5,2,OWN,Source Verified,3,0,CA,5997.0,0,0
2000.0,12.05,59800.0,31.37,0.0,0.0,9.0,26082.0,72.2,18.0,0.0,2391.784447, 36 months,C,5,2,RENT,Verified,3,2,FL,4475.0,0,0
20000.0,6.71,68000.0,9.5,0.0,0.0,23.0,17284.0,34.8,30.0,15369.8,5546.74, 36 months,A,5,1,RENT,Not Verified,1,1,CA,10714.0,0,0
12000.0,9.43,50000.0,5.57,0.0,0.0,6.0,3012.0,40.7,6.0,8998.27,3812.34, 36 months,B,5,2,MORTGAGE,Source Verified,2,1,IN,8766.0,1,0
25000.0,10.08,93000.0,23.72,0.0,0.0,17.0,23691.0,72.9,21.0,21338.13,4817.72, 36 months,B,0,1,MORTGAGE,Not Verified,0,1,NY,7639.0,0,0
20000.0,20.89,66000.0,7.61,0.0,0.0,9.0,3139.0,21.4,14.0,18340.43,2986.31, 36 months,D,4,1,MORTGAGE,Not Verified,0,2,GA,3958.0,1,0
20000.0,14.52,40000.0,20.16,0.0,0.0,13.0,17548.0,75.0,21.0,16272.0,5549.3, 36 months,C,5,1,OWN,Source Verified,1,0,NY,3744.0,0,0
12000.0,12.88,65031.0,12.81,0.0,0.0,5.0,8118.0,79.6,12.0,5523.2,10066.88, 60 months,C,5,1,RENT,Source Verified,2,0,NJ,4932.0,0,0
25000.0,13.33,68000.0,27.27,0.0,0.0,16.0,13563.0,77.1,22.0,0.0,24552.64, 36 months,C,5,1,RENT,Verified,3,0,MI,4262.0,1,1
15600.0,6.11,66000.0,5.71,0.0,0.0,13.0,25207.0,26.3,38.0,13801.41,2096.18, 36 months,A,5,1,RENT,Source Verified,0,0,IL,15006.0,0,0
20000.0,12.98,115000.0,23.37,0.0,0.0,14.0,18139.0,51.4,27.0,19520.36,924.15, 60 months,B,5,1,MORTGAGE,Source Verified,3,0,CA,5509.0,0,0
6000.0,8.24,115663.0,3.09,0.0,1.0,6.0,4269.0,80.5,12.0,1463.66,5280.57, 36 months,B,5,1,MORTGAGE,Not Verified,3,0,DC,6028.0,0,0
6000.0,8.39,57000.0,13.75,0.0,2.0,14.0,7991.0,50.3,31.0,0.0,6200.121367, 36 months,B,5,2,RENT,Source Verified,2,0,OK,7762.0,1,0
11975.0,13.18,117000.0,20.1,0.0,1.0,7.0,5219.0,25.6,30.0,0.0,13039.21, 36 months,C,5,0,MORTGAGE,Source Verified,3,0,MA,5784.0,1,0
15000.0,10.75,62316.0,35.26,0.0,0.0,9.0,19474.0,74.0,16.0,0.0,15183.65, 36 months,B,3,2,RENT,Source Verified,2,0,TX,5297.0,0,0
2200.0,10.75,59000.0,5.76,0.0,0.0,7.0,7762.0,59.3,11.0,70.92,2509.32, 36 months,B,3,2,RENT,Verified,2,0,CO,6119.0,0,0
16000.0,19.99,76600.0,17.8,0.0,1.0,6.0,23229.0,89.3,11.0,0.0,8052.57, 60 months,E,5,0,RENT,Source Verified,2,2,CA,5023.0,0,1
13475.0,9.92,155000.0,35.63,0.0,0.0,11.0,11162.0,51.2,37.0,2565.93,9419.6, 60 months,B,3,1,MORTGAGE,Verified,3,0,CT,12479.0,0,0
20000.0,11.99,95000.0,33.92,0.0,1.0,24.0,11162.0,51.8,36.0,0.0,23224.82142, 60 months,E,5,0,RENT,Verified,2,2,CA,7580.0,0,0
15000.0,6.71,66000.0,24.78,0.0,1.0,14.0,25247.0,29.0,45.0,0.0,15649.2107, 36 months,A,5,0,MORTGAGE,Not Verified,3,1,GA,5875.0,0,0
6100.0,6.89,33000.0,29.75,0.0,1.0,15.0,5485.0,17.0,25.0,0.0,6771.879711, 36 months,A,5,2,RENT,Not Verified,3,0,GA,11536.0,1,0
4800.0,6.49,80000.0,17.72,0.0,0.0,10.0,12996.0,34.7,22.0,0.0,5145.299005, 36 months,A,5,1,MORTGAGE,Source Verified,3,0,AL,10196.0,0,0
20000.0,9.49,158000.0,20.18,0.0,0.0,12.0,12764.0,72.9,40.0,4346.83,18571.21, 36 months,B,5,0,MORTGAGE,Source Verified,3,0,OK,6209.0,0,0
